Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Age_original,Income,Race_Sex_combined,Age_Sex_combined
Midlife,Self-emp-inc,143383,Masters,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,14643,0,31,United-States,37,>50K,White_Female,Midlife_Female
Midlife,Self-emp-inc,176549,Bachelors,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,15024,0,45,United-States,43,>50K,White_Male,Midlife_Male
Early Adulthood,Private,182677,Prof-school,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,36,>50K,White_Female,Early Adulthood_Female
Elderly,Private,180525,Assoc-acdm,6,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,0,0,43,United-States,50,>50K,White_Female,Elderly_Female
Early Adulthood,Private,271595,Doctorate,9,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,58,Thailand,39,>50K,Other_Male,Early Adulthood_Male
Elderly,Local-gov,164070,Masters,9,Divorced,Exec-managerial,Husband,Other,Female,0,0,52,United-States,59,>50K,Other_Female,Elderly_Female
Midlife,Private,341322,Assoc-voc,11,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,42,>50K,White_Female,Midlife_Female
Midlife,Private,87277,Preschool,14,Married-civ-spouse,Priv-house-serv,Husband,White,Female,7332,0,33,United-States,42,>50K,White_Female,Midlife_Female
Early Adulthood,Private,162298,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,61,United-States,29,>50K,White_Male,Early Adulthood_Male
Midlife,Private,48377,Masters,11,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,40,United-States,45,>50K,White_Female,Midlife_Female
Early Adulthood,Private,229352,HS-grad,9,Married-spouse-absent,Armed-Forces,Husband,White,Male,0,0,46,United-States,35,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,33006,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,55,United-States,38,>50K,Other_Male,Early Adulthood_Male
Early Adulthood,Private,311211,Bachelors,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Female,15024,0,46,United-States,35,>50K,Black_Female,Early Adulthood_Female
Early Adulthood,Private,49315,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,41,United-States,35,>50K,White_Male,Early Adulthood_Male
Elderly,Federal-gov,117201,Doctorate,10,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,50,United-States,62,>50K,White_Female,Elderly_Female
Elderly,Local-gov,344156,Assoc-voc,10,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,45,United-States,41,>50K,White_Male,Elderly_Male
Midlife,Federal-gov,162187,Doctorate,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,45,>50K,White_Male,Midlife_Male
Midlife,Private,188611,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,51,United-States,46,>50K,White_Male,Midlife_Male
Early Adulthood,Private,403369,Doctorate,12,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,50,United-States,34,>50K,Black_Male,Early Adulthood_Male
Early Adulthood,Private,174805,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1767,48,United-States,36,>50K,White_Male,Early Adulthood_Male
Midlife,Self-emp-inc,383369,Bachelors,12,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,62,United-States,52,>50K,White_Male,Midlife_Male
Elderly,Private,389385,Doctorate,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,40,United-States,51,>50K,White_Male,Elderly_Male
Early Adulthood,Local-gov,179792,Preschool,9,Divorced,Armed-Forces,Husband,White,Female,0,0,40,United-States,47,>50K,White_Female,Early Adulthood_Female
Midlife,Private,237341,1st-4th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,36,Italy,41,>50K,White_Female,Midlife_Female
Early Adulthood,Self-emp-inc,103642,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,28,United-States,49,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,144396,Bachelors,13,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,35,>50K,Asian-Pac-Islander_Female,Early Adulthood_Female
Midlife,Never-worked,253062,Prof-school,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,United-States,56,>50K,White_Male,Midlife_Male
Early Adulthood,Never-worked,127651,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,33,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,263756,Masters,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,8679,0,29,Honduras,56,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Local-gov,361871,Assoc-acdm,12,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,28,United-States,36,>50K,White_Female,Early Adulthood_Female
Elderly,Never-worked,329283,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,50,>50K,White_Male,Elderly_Male
Early Adulthood,Self-emp-inc,242081,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,39,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,125865,Assoc-voc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States,36,>50K,White_Male,Early Adulthood_Male
Midlife,Self-emp-inc,169213,Bachelors,13,Married-civ-spouse,Armed-Forces,Other-relative,White,Female,7495,0,40,United-States,50,>50K,White_Female,Midlife_Female
Midlife,Private,139846,HS-grad,13,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,43,United-States,54,>50K,Asian-Pac-Islander_Male,Midlife_Male
Midlife,Private,216741,Doctorate,10,Married-civ-spouse,Sales,Husband,White,Female,0,1830,41,United-States,32,>50K,White_Female,Midlife_Female
Elderly,Self-emp-not-inc,255541,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,82,United-States,43,>50K,White_Male,Elderly_Male
Elderly,Local-gov,364608,Masters,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,42,United-States,38,>50K,White_Male,Elderly_Male
Elderly,Private,213699,Bachelors,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,32,United-States,60,>50K,White_Male,Elderly_Male
Midlife,Local-gov,117619,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,46,>50K,White_Male,Midlife_Male
Elderly,Never-worked,72331,9th,12,Married-AF-spouse,Handlers-cleaners,Husband,Other,Female,14609,0,45,Hong,61,>50K,Other_Female,Elderly_Female
Early Adulthood,Private,35649,Preschool,11,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,48,United-States,36,>50K,White_Female,Early Adulthood_Female
Early Adulthood,Never-worked,99731,Masters,14,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,49,United-States,50,>50K,White_Female,Early Adulthood_Female
Midlife,Self-emp-not-inc,120540,Bachelors,15,Married-civ-spouse,Other-service,Husband,White,Male,15024,0,50,United-States,47,>50K,White_Male,Midlife_Male
Early Adulthood,Self-emp-inc,37316,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,7591,0,62,United-States,27,>50K,White_Male,Early Adulthood_Male
Elderly,Local-gov,36180,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,49,United-States,52,>50K,White_Male,Elderly_Male
Early Adulthood,Self-emp-inc,156865,Preschool,14,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,1610,54,United-States,36,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Self-emp-inc,313113,Preschool,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,United-States,34,>50K,Other_Male,Early Adulthood_Male
Midlife,Private,274844,Bachelors,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,49,Philippines,44,>50K,White_Male,Midlife_Male
Midlife,Private,222134,Preschool,11,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,15024,0,25,United-States,54,>50K,White_Female,Midlife_Female
Elderly,Never-worked,113323,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,57,>50K,White_Male,Elderly_Male
Early Adulthood,Private,205950,HS-grad,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,31,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,410238,11th,7,Married-AF-spouse,Craft-repair,Not-in-family,White,Female,0,0,58,Taiwan,28,>50K,White_Female,Early Adulthood_Female
Midlife,Local-gov,196014,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,57,>50K,White_Male,Midlife_Male
Early Adulthood,Private,229732,Bachelors,12,Married-spouse-absent,Prof-specialty,Husband,White,Male,0,0,45,United-States,35,>50K,White_Male,Early Adulthood_Male
Elderly,Private,139031,Doctorate,12,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,59,Taiwan,38,>50K,Asian-Pac-Islander_Male,Elderly_Male
Midlife,Private,182444,Doctorate,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,52,>50K,White_Male,Midlife_Male
Early Adulthood,Private,154221,HS-grad,13,Married-civ-spouse,Priv-house-serv,Husband,Other,Male,0,1906,45,Japan,32,>50K,Other_Male,Early Adulthood_Male
Elderly,Private,484902,Doctorate,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,41,United-States,38,>50K,White_Male,Elderly_Male
Early Adulthood,Private,339806,Prof-school,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,41,Scotland,42,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,130059,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,55,United-States,32,>50K,White_Male,Early Adulthood_Male
Elderly,Self-emp-inc,159931,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,0,0,31,United-States,57,>50K,Amer-Indian-Eskimo_Female,Elderly_Female
Elderly,Private,180841,Bachelors,11,Married-spouse-absent,Craft-repair,Other-relative,White,Male,8157,0,40,United-States,38,>50K,White_Male,Elderly_Male
Midlife,Private,59426,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,58,>50K,White_Male,Midlife_Male
Midlife,Private,224373,Bachelors,13,Married-AF-spouse,Exec-managerial,Husband,White,Female,0,0,52,United-States,50,>50K,White_Female,Midlife_Female
Midlife,Local-gov,304972,Doctorate,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,77,United-States,45,>50K,White_Male,Midlife_Male
Midlife,Self-emp-not-inc,120095,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,54,United-States,49,>50K,White_Male,Midlife_Male
Early Adulthood,Self-emp-inc,127617,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,64,United-States,31,>50K,White_Male,Early Adulthood_Male
Midlife,Private,368653,HS-grad,14,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,99999,0,55,Peru,49,>50K,Black_Male,Midlife_Male
Midlife,Private,160797,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,48,United-States,44,>50K,White_Female,Midlife_Female
Elderly,Private,135328,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,40,>50K,Black_Male,Elderly_Male
Midlife,Self-emp-inc,193740,Bachelors,11,Divorced,Craft-repair,Husband,White,Male,0,0,52,United-States,46,>50K,White_Male,Midlife_Male
Midlife,Private,189514,Doctorate,9,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,59,United-States,46,>50K,White_Female,Midlife_Female
Elderly,Private,103798,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,38,United-States,49,>50K,White_Male,Elderly_Male
Midlife,Never-worked,167376,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,53,>50K,White_Male,Midlife_Male
Early Adulthood,Private,130911,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,42,United-States,32,>50K,White_Male,Early Adulthood_Male
Midlife,Self-emp-not-inc,104352,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,48,>50K,Black_Female,Midlife_Female
Early Adulthood,Self-emp-inc,248461,Preschool,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,United-States,40,>50K,White_Male,Early Adulthood_Male
Midlife,Private,124963,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,52,>50K,White_Male,Midlife_Male
Early Adulthood,Private,189623,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,35,>50K,White_Male,Early Adulthood_Male
Early Adulthood,Private,112121,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,46,United-States,31,>50K,White_Female,Early Adulthood_Female
Early Adulthood,Never-worked,201122,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,41,United-States,32,>50K,White_Male,Early Adulthood_Male
Elderly,Private,114967,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,36,>50K,Black_Male,Elderly_Male
Midlife,Private,236500,Assoc-voc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,52,>50K,White_Male,Midlife_Male
Early Adulthood,Private,281793,Doctorate,15,Married-civ-spouse,Other-service,Husband,White,Male,0,0,41,Greece,36,>50K,White_Male,Early Adulthood_Male
Midlife,Private,95562,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,41,United-States,53,>50K,White_Male,Midlife_Male
Early Adulthood,Private,214612,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,35,>50K,White_Male,Early Adulthood_Male
Midlife,Private,194334,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1895,40,United-States,42,>50K,White_Male,Midlife_Male
Midlife,Private,205873,Bachelors,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4701,0,47,United-States,54,>50K,White_Male,Midlife_Male
Elderly,Self-emp-inc,243506,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,7460,0,57,United-States,55,>50K,White_Female,Elderly_Female
Midlife,Private,442897,HS-grad,11,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,50,Hungary,47,>50K,White_Male,Midlife_Male
Midlife,Never-worked,140644,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,46,>50K,White_Male,Midlife_Male
Early Adulthood,Private,203461,Preschool,10,Married-civ-spouse,Farming-fishing,Not-in-family,Other,Female,0,0,38,United-States,33,>50K,Other_Female,Early Adulthood_Female
Elderly,Private,320096,Bachelors,15,Married-AF-spouse,Prof-specialty,Husband,White,Female,0,0,50,United-States,52,>50K,White_Female,Elderly_Female
Midlife,Private,205805,Doctorate,14,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,40,United-States,49,>50K,White_Female,Midlife_Female
Midlife,Local-gov,284795,HS-grad,14,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,37,United-States,51,>50K,White_Female,Midlife_Female
Early Adulthood,Never-worked,195446,Assoc-voc,12,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,50,United-States,30,>50K,White_Male,Early Adulthood_Male
Elderly,Private,233815,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,1958,57,United-States,42,>50K,Other_Male,Elderly_Male
Early Adulthood,Self-emp-not-inc,104280,HS-grad,14,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,50,United-States,41,>50K,White_Male,Early Adulthood_Male
Midlife,Never-worked,29096,Bachelors,13,Divorced,Priv-house-serv,Husband,White,Male,0,1908,53,United-States,44,>50K,White_Male,Midlife_Male
Early Adulthood,Private,403408,Bachelors,12,Married-spouse-absent,Priv-house-serv,Husband,Black,Male,0,0,50,United-States,31,>50K,Black_Male,Early Adulthood_Male
Elderly,Self-emp-inc,104590,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,16,Outlying-US(Guam-USVI-etc),60,>50K,Other_Male,Elderly_Male
Midlife,Private,250423,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,51,>50K,White_Male,Midlife_Male
Elderly,Local-gov,337604,7th-8th,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,50,Hong,34,>50K,Black_Male,Elderly_Male
Elderly,Self-emp-inc,203223,HS-grad,11,Married-AF-spouse,Exec-managerial,Not-in-family,White,Female,99999,0,50,United-States,40,>50K,White_Female,Elderly_Female
Midlife,?,332775,Preschool,10,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,41,United-States,46,>50K,White_Male,Midlife_Male
Early Adulthood,Private,270557,HS-grad,13,Divorced,Other-service,Not-in-family,White,Female,0,0,49,United-States,38,>50K,White_Female,Early Adulthood_Female
Early Adulthood,Private,221172,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,40,>50K,White_Male,Early Adulthood_Male
Midlife,Private,144778,Preschool,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,43,>50K,White_Male,Midlife_Male
Elderly,Local-gov,222038,Preschool,9,Married-civ-spouse,Armed-Forces,Husband,White,Male,8944,0,43,United-States,60,>50K,White_Male,Elderly_Male
Midlife,Self-emp-not-inc,184528,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,52,>50K,White_Male,Midlife_Male
Elderly,Self-emp-inc,185406,Bachelors,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,51,>50K,White_Male,Elderly_Male
Elderly,Private,432020,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,Ireland,38,>50K,White_Female,Elderly_Female
Early Adulthood,Local-gov,85045,Prof-school,10,Married-civ-spouse,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,0,0,37,United-States,37,>50K,Amer-Indian-Eskimo_Female,Early Adulthood_Female
Midlife,Self-emp-not-inc,105004,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,52,>50K,White_Male,Midlife_Male
Midlife,Private,254755,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,23,United-States,55,>50K,White_Male,Midlife_Male
Early Adulthood,Private,84570,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688,0,40,United-States,44,>50K,White_Male,Early Adulthood_Male
Midlife,Private,63102,Doctorate,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,0,0,41,United-States,42,>50K,White_Female,Midlife_Female
Midlife,Never-worked,188284,Masters,12,Married-civ-spouse,Other-service,Husband,White,Male,15024,0,46,United-States,44,>50K,White_Male,Midlife_Male
Elderly,Private,55664,Bachelors,11,Married-civ-spouse,Priv-house-serv,Husband,White,Male,14640,0,68,United-States,28,>50K,White_Male,Elderly_Male
Midlife,Local-gov,358638,Doctorate,14,Married-civ-spouse,Priv-house-serv,Husband,Other,Male,0,0,43,United-States,49,>50K,Other_Male,Midlife_Male
Midlife,?,202560,Doctorate,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,46,>50K,White_Female,Midlife_Female
Midlife,Never-worked,125460,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,39,United-States,44,>50K,Other_Male,Midlife_Male
Elderly,Private,97141,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,42,United-States,53,>50K,White_Male,Elderly_Male
